Geneid,Gene Type,Product Description,BD,BD.1,BD.2,BP,BP.1,BP.2,DA,DA.1,DA.2,DD,DD.1,DD.2,DP,DP.1,DP.2
AGAP010629,protein coding gene,unspecified product,1015,918,748,865,904,781,790,907,452,1172,1228,764,469,396,597
AGAP010634,protein coding gene,TIR domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q7QKH9],2,4,27,2,6,3,3,10,5,15,5,6,2,5,1
AGAP010635,protein coding gene,unspecified product,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0
AGAP010636,protein coding gene,unspecified product,85,59,97,76,71,15,9,44,26,69,70,14,62,100,54
AGAP010637,protein coding gene,unspecified product,3,4,10,3,5,0,0,2,3,2,5,1,2,6,2
AGAP010640,protein coding gene,unspecified product,6772,7612,5914,6236,6131,5556,4805,13540,3319,6551,7778,7928,2997,2527,3331
AGAP010641,protein coding gene,WH2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H4L1],1270,1405,1288,2019,1909,1532,1615,1887,597,2204,3410,1543,1050,682,964
AGAP010642,protein coding gene,WH2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5TUK5],9,6,5,6,8,26,5,5,0,17,9,3,1,5,5
AGAP010643,protein coding gene,unspecified product,1171,919,736,708,686,823,549,1065,332,920,948,765,542,417,611
AGAP010644,protein coding gene,"39S ribosomal protein L39, mitochondrial",210,146,124,138,109,141,79,184,44,130,128,117,104,63,83
AGAP010645,protein coding gene,unspecified product,821,597,466,560,699,289,389,1007,151,1549,1076,850,532,477,737
AGAP010646,protein coding gene,unspecified product,727,574,537,300,300,413,157,484,54,395,602,442,181,158,203
AGAP010647,protein coding gene,Salivary gland protein 8 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H5F1],133,91,129,86,52,108,16,56,6,59,65,63,46,46,58
AGAP010648,protein coding gene,unspecified product,2,0,0,1,1,3,0,0,0,1,0,0,0,1,0
AGAP010649,protein coding gene,unspecified product,0,1,0,0,0,0,3,0,0,2,0,1,1,1,0
AGAP010650,protein coding gene,unspecified product,81,57,46,36,18,30,10,33,2,45,55,40,18,22,23
AGAP010651,ncRNA gene,unspecified product,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0
AGAP010652,ncRNA gene,unspecified product,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
AGAP010655,protein coding gene,unspecified product,3210,2724,2582,2311,2295,2569,1423,2430,833,2549,2477,2016,1481,1242,1627
AGAP010656,protein coding gene,ATP-dependent RNA helicase DDX46/PRP5 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H4L0],562,506,471,376,350,456,300,537,257,467,408,375,335,218,242
AGAP010657,protein coding gene,unspecified product,27,49,44,143,2293,139,3,179,32,16,193,10,9,1092,700
AGAP010658,protein coding gene,unspecified product,1143,801,230,334,212,90,193,2353,513,1194,303,1638,109,62,129
AGAP010661,protein coding gene,unspecified product,2,2,0,1,0,2,0,2,2,0,0,0,1,1,1
AGAP010662,protein coding gene,unspecified product,8,2,7,4,5,13,6,3,3,4,17,2,6,2,0
AGAP010663,protein coding gene,female reproductive tract protease GLEANR_2575,15,8,25,7,3,15,6,3,4,2,2,10,2,4,1
AGAP010664,ncRNA gene,unspecified product,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
AGAP010665,ncRNA gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP010666,ncRNA gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP010667,ncRNA gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP010668,ncRNA gene,unspecified product,2,0,0,3,2,1,0,2,0,0,0,0,0,0,1
AGAP010669,protein coding gene,TOLL-like receptor 5B,248,173,308,180,104,672,164,111,23,162,436,107,38,29,57
AGAP010670,protein coding gene,unspecified product,1331,1085,910,1576,1294,1142,1255,1666,757,1565,1448,1374,850,857,1010
AGAP010671,protein coding gene,unspecified product,109,78,60,47,70,52,39,76,9,68,74,57,32,32,39
AGAP010672,protein coding gene,succinate dehydrogenase (ubiquinone) cytochrome b560 subunit,10354,8283,9104,9112,9775,8064,3278,9629,2286,8475,8997,9578,6136,4939,5967
AGAP010673,protein coding gene,WH1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H4M3],4101,3420,3198,3953,3111,3908,3471,4074,3491,3420,3694,2700,2404,1615,2007
AGAP010674,ncRNA gene,unspecified product,10,5,6,6,5,5,1,7,1,3,6,5,3,1,3
AGAP010675,protein coding gene,leucine-rich immune protein (Coil-less),1354,1216,1054,1082,1012,1038,685,1175,630,1159,1041,1063,554,384,583
AGAP010676,protein coding gene,unspecified product,1532,1186,1126,1026,861,1038,997,1447,704,1303,1420,1268,746,598,863
AGAP010677,protein coding gene,unspecified product,810,742,600,541,522,518,422,844,233,791,1097,639,469,339,422
AGAP010678,protein coding gene,CBFD_NFYB_HMF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H4M5],358,292,220,228,195,224,271,340,165,358,494,253,135,141,188
AGAP010679,protein coding gene,mitochrondrial inner membrane translocase subunit TIM10,1211,1234,1004,1213,1171,1145,856,1197,682,1171,1093,950,787,671,878
AGAP010680,protein coding gene,unspecified product,141,115,115,95,85,90,45,110,30,107,143,92,66,51,71
AGAP010681,protein coding gene,5'-nucleotidase [Source:UniProtKB/TrEMBL;Acc:Q7QE29],892,901,800,566,612,672,333,666,135,805,884,617,358,352,497
AGAP010682,protein coding gene,Gamma-glutamylcyclotransferase family protein [Source:UniProtKB/TrEMBL;Acc:Q7QE28],208,131,415,433,493,281,87,382,71,430,266,565,434,199,299
AGAP010684,protein coding gene,unspecified product,67,57,49,70,54,33,52,46,35,62,42,37,24,29,36
AGAP010685,protein coding gene,aladin,130,102,88,67,76,54,21,88,3,109,92,87,35,53,72
AGAP010686,protein coding gene,DUF4801 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H5I1],4655,3302,3061,2814,2745,3502,1736,3279,789,4590,3406,2984,2142,1539,2229
AGAP010687,protein coding gene,phospholipase D1/2,1638,1535,1494,1637,1648,1566,1195,1544,568,1313,2049,1167,1039,824,1130
AGAP010690,protein coding gene,unspecified product,341,298,234,347,301,271,236,408,152,391,342,343,201,215,252
AGAP010691,protein coding gene,TNF receptor-associated protein 1,2257,2047,1587,1937,1868,1740,777,2252,304,1648,1444,1648,1332,1184,1531
AGAP010693,protein coding gene,periodic tryptophan protein 2,853,826,557,741,755,709,485,834,334,753,702,684,523,452,703
AGAP010694,protein coding gene,glycine receptor alpha 1 subunit,157,129,140,184,131,179,138,160,203,113,109,108,102,75,82
AGAP010695,protein coding gene,elongation of very long chain fatty acids protein 4,267,195,238,132,72,209,103,269,64,195,190,211,75,78,138
AGAP010696,protein coding gene,Uncharacterized oxidoreductase yqjQ,396,380,355,430,329,378,242,440,126,347,414,329,223,189,215
AGAP010697,protein coding gene,unspecified product,3908,2902,2786,2901,2546,2632,2239,3612,1582,3143,2731,2819,2291,1393,2142
AGAP010698,protein coding gene,U3 small nucleolar RNA-associated protein 5,745,648,454,691,617,688,371,677,133,676,688,637,463,420,598
AGAP010699,protein coding gene,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin,92,80,61,118,86,83,54,86,43,119,115,90,91,60,97
AGAP010700,protein coding gene,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin,1869,1578,1276,1594,1275,1457,1068,1725,624,1787,1886,1386,945,799,1058
AGAP010702,protein coding gene,ATP-dependent RNA helicase DDX24/MAK5,553,422,372,576,470,499,363,498,268,474,458,432,350,276,332
AGAP010703,protein coding gene,unspecified product,76,32,34,27,26,65,14,27,15,75,31,16,23,16,24
AGAP010707,protein coding gene,Perlucin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AGAP010708,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP010709,protein coding gene,C-type lectin (CTL),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
AGAP010710,protein coding gene,Tyrosine-protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A453YW84],1431,1282,1106,1275,1142,1177,859,1595,433,1703,1572,1325,749,556,727
AGAP010711,protein coding gene,exportin-2,758,670,470,399,386,526,259,615,94,666,694,591,284,242,412
AGAP010712,protein coding gene,scavenger mRNA-decapping enzyme DcpS,561,468,374,573,464,472,449,670,221,739,710,496,323,266,364
AGAP010713,protein coding gene,unspecified product,839,666,627,745,674,628,414,778,234,1111,945,729,396,345,520
AGAP010714,protein coding gene,very-long-chain enoyl-CoA reductase,1171,1018,910,940,841,822,838,1380,756,1174,1228,881,570,456,529
AGAP010715,protein coding gene,Anillin/rhotekin,320,248,193,164,158,247,83,119,19,155,207,154,116,97,164
AGAP010716,protein coding gene,"HIG1 hypoxia inducible domain family, member 1B",3251,3332,3355,3846,5112,2699,2544,4087,2165,3750,3451,3339,1905,1411,1688
AGAP010717,protein coding gene,Cuticular protein RR-2 family 143 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H5Q8],30,30,19,23,10,22,9,31,7,21,33,20,12,13,10
AGAP010718,protein coding gene,20S proteasome subunit beta 5,745,680,567,551,497,525,676,994,582,659,760,668,366,341,439
AGAP010719,protein coding gene,unspecified product,993,878,774,641,706,731,495,974,499,1130,1097,851,459,388,519
AGAP010720,protein coding gene,SF4 helicase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H4T0],281,259,247,237,174,188,132,253,67,266,213,169,139,134,148
AGAP010721,protein coding gene,unspecified product,104,89,74,97,82,83,104,120,59,102,100,87,62,67,66
AGAP010722,protein coding gene,unspecified product,243,153,121,159,139,162,111,160,76,249,182,148,121,116,147
AGAP010723,protein coding gene,DUF89 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H4R8],564,544,497,524,498,468,300,620,135,586,515,483,343,277,318
AGAP010724,protein coding gene,Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q7PCX0],1032,1022,652,496,625,652,296,1007,552,1001,789,1031,391,411,438
AGAP010727,protein coding gene,unspecified product,8084,7794,6220,9416,7119,7332,9106,9633,8893,9768,9257,6738,4894,3561,4930
AGAP010728,protein coding gene,unspecified product,253,229,181,172,175,185,168,229,95,231,226,159,87,78,109
AGAP010729,protein coding gene,protein FRA10AC1,84,72,52,66,42,59,56,80,13,91,83,61,38,20,26
AGAP010730,protein coding gene,prophenoloxidase activating factor,1131,1014,916,714,782,961,606,1466,253,1636,2257,903,382,395,671
AGAP010731,protein coding gene,CLIP-domain serine protease,1016,1025,869,946,990,830,980,1487,518,1240,2322,882,433,434,727
AGAP010732,protein coding gene,unspecified product,1056,900,768,1098,853,859,695,1227,408,1063,1022,840,674,480,675
AGAP010733,protein coding gene,Vanin-like protein 1,1480,1117,833,917,1037,1077,449,1667,132,1147,1512,1469,712,541,1033
AGAP010734,protein coding gene,heme peroxidase 1,38,20,49,28,22,31,5,23,2,11,15,18,17,24,21
AGAP010736,protein coding gene,unspecified product,68,42,57,26,37,42,22,31,10,38,26,43,62,22,38
AGAP010737,protein coding gene,unspecified product,1671,1280,1227,985,986,1031,632,1081,162,1560,1461,1118,1002,711,1271
AGAP010738,protein coding gene,glycosylphosphatidylinositol transamidase,427,320,294,239,253,246,114,313,47,268,267,275,153,151,176
AGAP010739,protein coding gene,Glucose-6-phosphate 1-dehydrogenase [Source:UniProtKB/TrEMBL;Acc:H2KMF3],431,467,448,487,528,616,369,775,204,592,685,520,376,308,453
AGAP010740,protein coding gene,unspecified product,30,29,27,32,32,36,24,34,9,24,29,26,34,20,29
AGAP010741,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP010747,ncRNA gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP010749,ncRNA gene,unspecified product,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AGAP010750,protein coding gene,unspecified product,15523,12633,14177,11191,12203,12266,5094,13305,3200,9871,12741,11493,7590,6218,7701
AGAP010751,protein coding gene,unspecified product,202,154,144,126,154,140,91,155,59,124,149,127,83,54,88
AGAP010752,protein coding gene,unspecified product,43,32,37,27,26,28,6,20,5,62,41,36,19,16,19
AGAP010755,protein coding gene,protein mago nashi,540,475,399,612,479,430,598,754,362,601,639,504,340,273,363
AGAP010756,protein coding gene,WASH_WAHD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H4W5],203,166,130,110,114,134,111,173,34,174,260,142,47,52,67
AGAP010757,protein coding gene,unspecified product,625,562,542,502,500,440,350,598,265,523,595,461,358,270,308
AGAP010759,protein coding gene,unspecified product,8,4,22,12,3,92,10,9,1,32,4,3,1,1,4
AGAP010760,protein coding gene,unspecified product,23,6,38,16,13,114,15,10,0,45,10,2,5,4,12
AGAP010761,protein coding gene,unspecified product,5,4,5,1,1,5,1,3,5,15,5,8,7,0,0
AGAP010763,protein coding gene,unspecified product,2,3,13,0,3,7,1,2,2,4,1,1,0,2,0
AGAP010764,protein coding gene,Metalloendopeptidase [Source:UniProtKB/TrEMBL;Acc:Q7Q209],876,597,618,568,692,472,383,1125,252,725,1119,1023,347,281,429
AGAP010765,protein coding gene,unspecified product,76,42,70,117,299,102,26,59,8,51,75,74,148,104,180
AGAP010766,protein coding gene,unspecified product,305,230,318,438,694,585,155,192,157,200,222,222,639,358,645
AGAP010767,protein coding gene,unspecified product,5864,4744,4730,4149,3990,4502,3315,4524,1909,4337,6087,3676,3238,2380,3067
AGAP010768,protein coding gene,NEFA-interacting nuclear protein NIP30,238,196,140,214,166,202,168,295,99,248,232,186,126,111,84
AGAP010769,protein coding gene,glucosamine-phosphate N-acetyltransferase,1024,1050,853,892,931,750,450,1333,202,1232,1319,1135,449,426,619
AGAP010770,protein coding gene,unspecified product,885,814,771,639,695,580,460,956,224,1434,1810,887,413,376,502
AGAP010771,protein coding gene,unspecified product,688,228,236,2,1,171,6,6,7,188,27,8,3,0,1
AGAP010772,protein coding gene,unspecified product,84,46,97,0,0,43,1,2,0,31,15,0,0,1,0
AGAP010773,protein coding gene,unspecified product,8,2,2,1,0,5,0,1,1,14,3,0,0,0,0
AGAP010774,protein coding gene,unspecified product,29,26,27,2,0,16,0,1,0,2,1,1,3,2,1
AGAP010775,protein coding gene,unspecified product,3,5,7,1,0,4,2,1,1,3,0,0,3,2,2
AGAP010776,protein coding gene,PDZ domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H4Y4],310,263,249,302,261,290,184,284,170,207,207,197,174,123,144
AGAP010777,protein coding gene,unspecified product,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0
AGAP010780,protein coding gene,unspecified product,145,124,105,148,103,109,79,154,58,101,114,74,68,66,59
AGAP010782,protein coding gene,Ral guanine nucleotide exchange factor 2,781,672,601,610,634,608,478,644,256,663,1137,517,443,331,459
AGAP010783,protein coding gene,unspecified product,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0
AGAP010784,protein coding gene,dolichyl-phosphate-mannose-protein mannosyltransferase,192,176,208,115,125,183,59,149,19,158,183,119,79,88,107
AGAP010785,protein coding gene,fatty acyl CoA reductase 2,1,1,0,4,0,1,0,0,1,1,1,0,0,1,3
AGAP010786,protein coding gene,unspecified product,5,4,3,4,4,7,2,3,2,3,4,6,4,2,2
AGAP010787,protein coding gene,timeless,230,178,104,127,114,183,111,181,76,189,178,130,116,81,152
AGAP010789,protein coding gene,unspecified product,926,483,211,435,346,535,245,624,88,730,614,566,423,304,619
AGAP010790,protein coding gene,unspecified product,118,49,60,77,88,70,75,58,15,83,67,68,51,52,44
AGAP010791,protein coding gene,polyribonucleotide nucleotidyltransferase,174,145,117,74,96,132,38,131,20,97,77,110,80,59,79
AGAP010792,protein coding gene,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 9,8227,6875,7969,6263,6106,6529,2287,7065,1199,6380,5465,5814,4546,3578,5063
AGAP010793,protein coding gene,synembryn-A,322,282,248,212,218,229,125,298,106,234,255,210,131,90,144
AGAP010794,protein coding gene,unspecified product,513,477,439,628,585,465,223,419,115,353,552,429,266,216,318
AGAP010798,protein coding gene,female reproductive tract protease,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AGAP010799,protein coding gene,unspecified product,17,18,17,7,5,12,15,21,12,17,12,7,6,5,6
AGAP010800,protein coding gene,nuclear protein NHN1,1558,1202,1233,1322,1054,1023,1033,1766,670,1456,1602,1308,973,636,899
AGAP010801,protein coding gene,phosphatidylinositol 4-kinase,2899,2385,2210,1770,1854,2019,792,2089,347,2142,2234,1940,1173,1019,1430
AGAP010802,protein coding gene,unspecified product,80,69,52,77,50,56,79,112,79,86,76,67,59,32,37
AGAP010803,protein coding gene,MADF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H5Z0],76,59,51,70,45,39,55,76,59,80,64,43,35,20,37
AGAP010804,protein coding gene,unspecified product,6,1,4,2,10,5,0,3,0,3,6,6,5,1,4
AGAP010805,protein coding gene,DUF4739 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H501],7900,7234,7035,8944,7374,7085,4670,8272,3054,5890,8328,5860,5460,4004,5649
AGAP010806,protein coding gene,unspecified product,561,454,405,363,325,411,257,513,198,528,490,391,257,197,287
AGAP010807,protein coding gene,tRNA pseudouridine38/39 synthase,109,77,45,68,62,73,70,76,43,114,108,81,35,39,59
AGAP010808,protein coding gene,unspecified product,253,203,212,342,283,271,155,260,76,152,324,167,241,199,254
AGAP010809,protein coding gene,unspecified product,11,7,3,19,10,14,4,6,1,5,4,5,3,1,6
AGAP010810,protein coding gene,heme peroxidase 14,14,4,6,4,5,4,1,9,3,2,6,6,3,4,5
AGAP010811,protein coding gene,Fibrinogen C-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H516],2,0,7,0,1,6,1,1,1,17,2,1,1,2,1
AGAP010812,protein coding gene,thioester-containing protein 4,1474,1066,1055,539,497,1202,741,2052,383,2573,3831,1284,300,504,828
AGAP010813,protein coding gene,thioester-containing protein 18,5,2,41,0,0,16,6,4,0,21,9,1,0,0,1
AGAP010814,protein coding gene,thioester-containing protein 6,809,765,650,773,603,771,1188,1882,590,938,1323,650,245,276,350
AGAP010815,protein coding gene,Thioester-containing protein 1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H512],5185,3593,3102,1978,2476,3206,3874,6649,4124,5137,8763,2355,974,1092,2069
AGAP010816,protein coding gene,thioester-containing protein 3,3369,1935,3061,1507,1468,2826,2247,2213,621,2900,6369,1606,256,382,555
AGAP010817,protein coding gene,CUB domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H5W2],565,544,487,465,518,533,315,425,303,408,439,362,298,219,305
AGAP010818,protein coding gene,unspecified product,145,101,58,58,55,204,95,40,125,65,177,64,22,18,26
AGAP010819,protein coding gene,thioester-containing protein 10,68,26,78,8,14,91,13,13,3,18,10,14,8,10,10
AGAP010820,protein coding gene,unspecified product,111,83,96,78,62,79,42,100,44,71,58,76,59,48,35
AGAP010821,protein coding gene,Ig-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H526],1467,1412,1188,1397,1174,1553,968,1094,395,1233,1917,1020,715,499,555
AGAP010822,protein coding gene,unspecified product,0,1,2,1,0,2,1,3,0,0,2,3,1,0,0
AGAP010825,protein coding gene,unspecified product,0,1,0,8,3,2,5,4,0,0,0,0,2,0,0
AGAP010826,protein coding gene,short caspase 13,54,59,45,41,38,54,143,58,68,77,84,29,27,26,17
AGAP010827,protein coding gene,short caspase 10,76,100,48,119,57,72,129,128,56,112,119,85,58,51,74
